aa: aa
abb: abb
ability: ability
absorption: absorption
abstract: abstract
access: access
accord: according
achieve: achieve
act: act
actively: actively
ad: ad
add: add added
addition: addition
address: address
administrative: administrative
advanced: advanced
advantage: advantage
adverse: adverse
ae: ae
aer: aer
affected: affected
agglomeration: agglomeration
aid: aid
aim: aim
ait: ait
al: al
alert: alert
along: along
also: also
although: although
ami: ami
among: among
amount: amount
analysis: analyses analysis
another: another
anther: anther
ape: ape
appeal: appeal
apply: applied
appropriate: appropriate
archive: archive
area: area
article: article
aspect: aspect
assume: assuming
attract: attract
attraction: attraction
attribution: attribution
author: author
available: available
average: average
backward: backward
base: based
basic: basic
basis: basis
become: become
billion: billion
board: board
bond: bonded
brand: brand
building: building
business: business
calculate: calculate calculated calculating
calculation: calculation
capability: capability
capacity: capacity
carry: carry
case: case
ce: ce
central: central
certain: certain
chain: chain
china: china
choice: choice
choose: choose
circle: circle
cite: cite
classification: classification
cluster: cluster clustering
coastal: coastal
code: code
coefficient: coefficient
combine: combining
command: command
commerce: commerce
common: commons
communicate: communicate
communication: communication
comparative: comparative
competition: competition
competitive: competitive
competitiveness: competitiveness
comprehensive: comprehensive
concentrate: concentrate concentrated
concentration: concentration
conclude: conclude
conducive: conducive
conduct: conduct
construction: construction
contact: contact
continued: continued
convenient: convenient
copyright: copyright
core: core
correspond: corresponding
cost: cost
country: country
creative: creative
criterion: criteria
critical: critical
current: current
customer: customer
cycle: cycle
data: data
decide: decided
declare: declare
degradation: degradation
degrade: degrading
degree: degree
description: description
detection: detection
develop: develop
development: development
deviation: deviation
different: different
digestion: digestion
direction: direction
disclaimer: disclaimer
distribution: distribution
divide: divided
dose: dose
downstream: downstream
drive: drive driving
dynamic: dynamic
eastern: eastern
economic: economic
economics: economics
economy: economy
editorial: editorial
effect: effect effects
efficient: efficient
effort: effort
eliminate: eliminate
empirical: empirical
end: end
energy: energy
enhance: enhance
enough: enough
enterprise: enterprise
environment: environment
environmental: environmental
equipment: equipment
especially: especially
estimate: estimate
ethic: ethics
example: example
expand: expand
explanation: explanation
export: export
express: expressed
extend: extend
factor: factor
family: family
fierce: fierce
figure: figure
file: file
finance: finance
financial: financial
first: first
firstly: firstly
flow: flow
focus: focus
follow: follow following
foreign: foreign
form: form
formative: formative
former: former
formula: formula
free: free
frequency: frequency
frequently: frequently
full: full
function: function
gap: gap
geographical: geographical
geography: geography
get: get got
give: give
government: government
gradient: gradient
gradually: gradually
great: great greater
group: group
grow: grew
growth: growth
guidance: guidance
guide: guide
guideline: guideline
hand: hand
health: health
healthy: healthy
high: high higher
highway: highway
history: history
hold: hold
home: home
however: however
identify: identify
illustration: illustration
imbalance: imbalance
implement: implement
important: important
impose: impose
improve: improve
inappropriately: inappropriately
increase: increase
increasingly: increasingly
independent: independent
index: index indexing
indicator: indicator
industrial: industrial
industry: industry
inevitable: inevitable
inferior: inferior
infrastructure: infrastructure
initial: initial
innovation: innovation
intensive: intensive
interest: interest
international: international
intertrade: intertrade
introduce: introduce
