aa: aa
abb: abb
abbreviation: abbreviation
able: able
abnormal: abnormal
abnormality: abnormality
absence: absence
abstract: abstract
abundance: abundance
academic: academic
academy: academy
accepted: accepted
access: access
account: account
accumulate: accumulate
acid: acid
acquire: acquired
act: act
acta: acta
activation: activation
active: active
activity: activity
actual: actual
acute: acute
ad: ad
adaptation: adaptation
add: add added
additional: additional
address: address
adenosine: adenosine
adjoin: adjoining
adjustment: adjustment
adverse: adverse
ae: ae
aer: aer
affect: affecting
affected: affected
age: aging
aid: aid
aim: aim
ait: ait
al: al
alert: alert
also: also
alternative: alternative
although: although
ami: ami
among: among
anatomic: anatomic
animal: animal
another: another
antibody: antibody
antigen: antigen
antiviral: antiviral
ape: ape
apparent: apparent
appearance: appearance
apply: applied
approach: approach
appropriate: appropriate
archive: archive
area: area
around: around
array: array
arteriovenous: arteriovenous
article: article
artificially: artificially
assay: assay
assess: assessed
assessment: assessment
associate: associated
association: association
assume: assumed
assumption: assumption
attention: attention
attribution: attribution
atypical: atypical
atypically: atypically
autism: autism
autoantibody: autoantibody
autoimmunity: autoimmunity
autonomic: autonomic
availability: availability
available: available
back: back
bacteria: bacteria
balance: balance balanced
base: based
basic: basic
basis: basis
become: become becoming
begin: begin
behavioral: behavioral
belatedly: belatedly
best: best
beyond: beyond
binding: binding
biologic: biologic
biology: biology
bipolar: bipolar
bleeding: bleeding
blind: blind
blockade: blockade
blood: blood
board: board
body: body
borderline: borderline
borrow: borrow
bowel: bowel
brain: brain
breast: breast
bridge: bridge
bridging: bridging
broadly: broadly
building: building
bulletin: bulletin
burnet: burnet
bypass: bypass
ca: ca
cancer: cancer
cap: cap
capacity: capacity
capillary: capillary
cardiovascular: cardiovascular
care: care
case: case
categorize: categorize
cause: cause
ce: ce
cell: cell
cellular: cellular
central: central
cerebral: cerebral
cerebrospinal: cerebrospinal
certain: certain
certainly: certainly
chain: chain
change: change
characteristic: characteristic
characterization: characterization
chemical: chemical
child: child
chronic: chronic
circulation: circulation
cite: cite
classification: classification
clearly: clearly
clinical: clinical
clinically: clinically
clonal: clonal
close: close
coerce: coerce
cognitive: cognitive
collect: collected
college: college
collins: collins
come: come
common: common commons
commonly: commonly
community: community
complete: complete
complex: complex
complicate: complicated
component: component
comprehensive: comprehensive
conceivable: conceivable
concern: concern
condensation: condensation
condition: condition
confine: confined
confirm: confirmed
consciousness: consciousness
consequence: consequence
consider: consider considered
considerable: considerable
consistent: consistent
contact: contact
contain: contain
contaminant: contaminant
continued: continued
contribute: contribute
conventional: conventional
conversely: conversely
convincing: convincing
copyright: copyright
corollary: corollary
correspondence: correspondence
cost: cost
could: could
creative: creative
criterion: criteria
critical: critical
cross: cross
culture: culture cultured
current: current
currently: currently
customer: customer
cytolysis: cytolysis
cytopathology: cytopathology
cytoplasm: cytoplasm
cytotoxic: cytotoxic
dale: dale
damage: damage
data: data
daughter: daughter
de: de
death: death
declare: declare declared
defective: defective
defense: defense
deficit: deficit
define: defined
definition: definition
delay: delay
deletion: deletion
delivery: delivery
delusion: delusion
delusional: delusional
dementia: dementia
denial: denial
depend: depending
dependent: dependent
depression: depression
derivative: derivative
derive: derived
