aa: aa
abb: abb
ability: ability
abnormal: abnormal
abstract: abstract
access: access
accord: according
accordingly: accordingly
account: account
acetate: acetate
acetic: acetic
acetylcholine: acetylcholine
acid: acid
act: act
acta: acta
action: action
active: active
activity: activity
ad: ad
add: add added
address: address
admirable: admirable
admiration: admiration
adsorption: adsorption
advance: advance
adverse: adverse
ae: ae
aer: aer
affect: affecting
age: aging
ager: ager
agonist: agonist
aid: aid
aim: aim
air: air
ait: ait
al: al
albicans: albicans
aldehyde: aldehyde
alert: alert
aliphatic: aliphatic
almost: almost
also: also
although: although
ambient: ambient
ami: ami
amide: amide
ammonium: ammonium
among: among
analogue: analogue
analysis: analyses analysis
analytical: analytical
analyzer: analyzer
antagonist: antagonist
anti: anti
antibacterial: antibacterial
antibiotic: antibiotic
anticancer: anticancer
antioxidant: antioxidant
antithrombic: antithrombic
antiviral: antiviral
ape: ape
application: application
apply: applied
appropriate: appropriate
approximately: approximately
archive: archive
aromatic: aromatic
array: array
article: article
aryl: aryl
aspergillus: aspergillus
assay: assay
assess: assess
assign: assigned
assume: assuming
atom: atom
attach: attached
attention: attention
attribution: attribution
aureus: aureus
author: author
axial: axial
bacteria: bacteria
bacterial: bacterial
balance: balance
band: band
barker: barker
base: base based
basis: basis
bath: bath
benzoyl: benzoyl
benzyl: benzyl
benzylic: benzylic
besides: besides
best: best
bicyclic: bicyclic
bicyclo: bicyclo
binding: binding
binning: binning
biochemistry: biochemistry
biological: biological
biology: biology
blue: blue
bluish: bluish
board: board
bone: bone
bray: bray
breast: breast
bridge: bridge
bridgehead: bridgehead
bright: bright
broad: broad
bromide: bromide
broth: broth
calcium: calcium
calculate: calculated
cancer: cancer
capacity: capacity
carbon: carbon
carcinogenesis: carcinogenesis
carcinoma: carcinoma
carp: carp
carry: carried
catalyst: catalyst
ce: ce
cell: cell
cellular: cellular
central: central
century: century
certain: certain
chair: chair
characteristic: characteristic
charge: charge
checked: checked
chemical: chemical
chemistry: chemistry
chitra: chitra
chromatin: chromatin
chromatography: chromatography
chronic: chronic
cite: cite
cold: cold
coli: coli
collectively: collectively
colony: colony
colorimetric: colorimetric
common: commons
comparison: comparison
complete: complete
completion: completion
compound: compound
concentration: concentration
concerned: concerned
conclusion: conclusion
condensation: condensation
condense: condensed
conformation: conformation
consecutive: consecutive
consider: considered
consistent: consistent
contact: contact
continue: continue
continuous: continuous
control: control
cooper: cooper
copyright: copyright
correlation: correlation
correspond: corresponding
cosy: cosy
couple: coupling
creative: creative
cross: cross
crude: crude
cryptococcus: cryptococcus
crystallographic: crystallographic
cultivate: cultivated
culture: culture
customer: customer
cycle: cycle
cyclohexane: cyclohexane
cyclohexanone: cyclohexanone
cytotoxic: cytotoxic
damage: damage
dark: dark
data: data
death: death
declare: declare
decrease: decreasing
define: defined
dell: dell
department: department
derive: derived
dermatology: dermatology
detection: detection
determine: determine determined
development: development
devoid: devoid
dextrose: dextrose
di: di
different: different
diffraction: diffraction
dilution: dilution
dimensional: dimensional
