aa: aa
abb: abb
abstract: abstract
accept: accept
access: access
accord: according
act: act
activity: activity
ad: ad
add: add
address: address
adult: adult
advertisement: advertisement
advice: advice
ae: ae
aer: aer
affect: affect
affected: affected
age: age
agency: agency
agree: agreed
aid: aid
aim: aim
ait: ait
al: al
alert: alert
almost: almost
also: also
although: although
ami: ami
amin: amin
among: among
amongst: amongst
analysis: analysis
analytical: analytical
annual: annual
annually: annually
another: another
answer: answer
ape: ape
appear: appear
apply: applied apply
appropriate: appropriate
archive: archive
area: area
around: around
article: article
assess: assess assessed
associate: associated
association: association
attend: attend
attendance: attendance
attitude: attitude
attribution: attribution
available: available
aware: aware
awareness: awareness
background: background
barrier: barrier
base: based
behavior: behavior
believe: believing
board: board
breast: breast
breastfeeding: breastfeeding
calculate: calculated
canada: canada
cancer: cancer
care: care
carry: carried
case: case
categorical: categorical
ce: ce
choice: choice
choose: choose choosing
chose: chose
cite: cite
city: city
clear: clear
clinical: clinical
collage: collage
collection: collection
common: common commons
community: community
completely: completely
concern: concern
conclusion: conclusion
confidence: confidence
consist: consist
contact: contact
copyright: copyright
correct: correct
correctly: correctly
could: could
council: council
country: country
creative: creative
criterion: criteria
cultural: cultural
culture: culture
customer: customer
data: data
declare: declare
description: description
descriptive: descriptive
design: design designed designing
despite: despite
detection: detection
determine: determine
development: development
dey: dey
diagnosis: diagnosis
die: die
difference: difference
different: different
discharge: discharge
disclaimer: disclaimer
discussion: discussion
disease: disease
diseased: diseased
distribute: distributed
distribution: distribution
do: done
doctor: doctor
early: early
eastern: eastern
editorial: editorial
educate: educate
education: education
educational: educational
effect: effect
effective: effective
effectiveness: effectiveness
either: either
el: el
endogamous: endogamous
enough: enough
environmental: environmental
equal: equal
ethic: ethics
ethical: ethical
evaluate: evaluate
evaluation: evaluation
even: even
every: every
examination: examination
example: example
excellence: excellence
except: except
exclusion: exclusion
exist: exist
expand: expanded
experience: experience
explanation: explanation
explanatory: explanatory
express: expressed
fact: fact
factor: factor
faculty: faculty
family: family
fear: fear
female: female
fertility: fertility
field: field
file: file
fill: fill
find: finding
first: first
fletcher: fletcher
follow: follow following
fore: fore
formula: formula
found: found
free: free
frequency: frequency
frequently: frequently
friend: friend
full: full
general: general
generally: generally
get: got
global: global
good: good
governmental: governmental
governorate: governorate
gradually: gradually
great: great
green: green
group: group
grow: growing
guideline: guideline
gulf: gulf
half: half
health: health
help: help
high: high higher
history: history
home: home
hospital: hospital
however: however
huge: huge
hypothesis: hypothesis
identify: identify
immigrant: immigrant
impact: impact
importance: importance
important: important
improve: improving
incidence: incidence
include: included
inclusion: inclusion
increase: increasing
index: indexing
indicate: indicate
indication: indication
influence: influence
information: information
inside: inside
institute: institute
instrument: instrument
insure: insure
interest: interest
international: international
interval: interval
intervention: intervention
introduction: introduction
investigate: investigate
issue: issue
job: job
journal: journal
kept: kept
king: king
know: know
knowledge: knowledge
lack: lack
last: last
later: later
least: least
less: less
level: level
library: library
license: license licensed
like: like
limitation: limitation
limited: limited
literature: literature
living: living
login: login
low: low lower
mainly: mainly
major: major
majority: majority
make: made make
malignancy: malignancy
malik: malik
manor: manor
manuscript: manuscript
many: many
marital: marital
material: material
mean: mean
measurement: measurement
medical: medical
