aa: aa
abb: abb
ability: ability
able: able
abrasive: abrasive
abstract: abstract
access: access
accord: accord according
act: act
acta: acta
active: active
ad: ad
add: add
address: address
ae: ae
aer: aer
agreement: agreement
aid: aid
aim: aim
ait: ait
al: al
alert: alert
algorithm: algorithm
alloy: alloy
almost: almost
also: also
ami: ami
among: among
amorphous: amorphous
analysis: analysis
angle: angle
ape: ape
application: application
apply: applied
archive: archive
around: around
article: article
associate: associated
atom: atom
atomic: atomic
atomistic: atomistic
attempt: attempt
attribution: attribution
automatically: automatically
available: available
average: average
backing: backing
barber: barber
base: based
become: become
begin: begun
behavior: behavior
black: black
board: board
bond: bond bonded
boom: booming
box: box
broad: broad
bulk: bulk
bull: bull
calculate: calculated calculating
calculation: calculation
capacity: capacity
carry: carried
ce: ce
center: center
central: central
certain: certain
change: change
character: character
characterization: characterization
characterize: characterize
chemical: chemical
cheng: cheng
china: china
chosen: chosen
cite: cite
class: class
classify: classified
closer: closer
cluster: cluster
code: code
coefficient: coefficient
coercivity: coercivity
combination: combination
common: common commons
comprehensive: comprehensive
computer: computer
conclusion: conclusion
condense: condensed
consider: considered
consideration: consideration
contact: contact
conventional: conventional
cool: cooling
copper: copper
copyright: copyright
correlation: correlation
correspond: correspond
corrosion: corrosion
create: create
creative: creative
critical: critical
crossover: crossover
crystalline: crystalline
crystallization: crystallization
cubic: cubic
curve: curve
customer: customer
cutoff: cutoff
dang: dang
data: data
davenport: davenport
daw: daw
declare: declare
decrease: decrease decreasing
defect: defect
defense: defense
define: defined
density: density
department: department
dependence: dependence
detailed: detailed
detection: detection
determine: determined
different: different
disclaimer: disclaimer
disorder: disorder
distance: distance
distinguish: distinguish
distribute: distribute distributed
distribution: distribution
do: done
dominate: dominate dominated
ductility: ductility
dynamic: dynamic dynamics
economic: economic
editorial: editorial
effect: effects
elastic: elastic
electron: electron
electronics: electronics
else: else
embrittlement: embrittlement
energy: energy
engineering: engineering
enhance: enhanced
ensemble: ensemble
environment: environment
ethic: ethics
every: every
evolution: evolution
excellent: excellent
experiment: experiment
experimental: experimental
express: expressed
extreme: extreme
fan: fan
fatigue: fatigue
fe: fe
figure: figure
file: file
finally: finally
financial: financial
find: finding
first: first
fix: fixed
follow: follow
form: form forming
formation: formation
former: former
formula: formula
found: found
foundation: foundation
four: four
fourth: fourth
fraction: fraction
fracture: fracture
free: free
frequently: frequently
fu: fu
fully: fully
function: function
furthermore: furthermore
geometry: geometry
get: get
give: give given
glass: glass glasses
glassy: glassy
good: good
gradually: gradually
grant: grant
great: great
growth: growth
guideline: guideline
ha: ha
hao: hao
health: health
heat: heat
heating: heating
height: height
high: high higher
history: history
home: home
hop: hoped
however: however
hump: hump
hydrogen: hydrogen
icosahedral: icosahedral
id: id
illuminate: illuminate
image: image
important: important
increase: increase increasing
index: index indexing indices
industrial: industrial
information: information
inhomogeneous: inhomogeneous
initial: initial
integer: integer
interest: interest
international: international
interval: interval
intrigue: intriguing
introduction: introduction
isothermal: isothermal
issue: issue
journal: journal
