aa: aa
abb: abb
ability: ability
able: able
abstract: abstract
access: access
accord: according
account: account
act: act
actually: actually
ad: ad
adaptation: adaptation
add: add
address: address
adequate: adequate
ae: ae
aer: aer
affect: affect
affected: affected
agency: agency
agricultural: agricultural
agriculture: agriculture
aid: aid
aim: aim
air: air
ait: ait
al: al
alert: alert
along: along
also: also
alternative: alternative
although: although
ami: ami
analyse: analyse
analysis: analysis
annals: annals
annual: annual
another: another
ape: ape
application: application
apply: applied
aquifer: aquifer
archive: archive
area: area
article: article
aspen: aspen
assess: assess assessed
assessment: assessment
associate: associated
assumption: assumption
atmosphere: atmosphere
atmospheric: atmospheric
attribution: attribution
author: author
autumn: autumn
availability: availability
available: available
bad: worse
balance: balance
base: base based
basis: basis
begin: beginning
behavior: behavior
besides: besides
best: best
big: big
biology: biology
blue: blue
board: board
boulder: boulder
broad: broad
brown: brown
brunet: brunet
ca: ca
calculate: calculated calculating
carbon: carbon
carry: carried carry
case: case
cause: cause
ce: ce
central: central
century: century
certain: certain
challenge: challenge
change: change
choice: choice
chose: chose
circulation: circulation
cite: cite
citrus: citrus
climate: climate
climatic: climatic
climatology: climatology
coastal: coastal
coincide: coincide
colorado: colorado
come: came
common: commons
community: community
comparison: comparison
compete: compete
complete: complete
computation: computation
concentrate: concentrated
concern: concern
concerned: concerned
conclusion: conclusion
conduct: conduct
conference: conference
consecutive: consecutive
consensus: consensus
conservation: conservation
consider: consider considered
contact: contact
context: context
continental: continental
continue: continue
contrast: contrast
contribution: contribution
copyright: copyright
correlate: correlate
correspond: corresponding
could: could
couple: coupled
cover: cover covered
creative: creative
crop: crop
customer: customer
daily: daily
damage: damage
data: data
day: day days
de: de
decadal: decadal
decade: decade
declare: declare
decline: decline
decrease: decrease
define: define defined
demographic: demographic
depend: depending
derive: derive
design: design
despite: despite
detect: detect
detection: detection
determine: determine
development: development
diameter: diameter
different: different
disclaimer: disclaimer
discussion: discussion
distance: distance
distribution: distribution
do: done
doctor: doctor
dominate: dominated
drop: drop
drought: drought
dry: drying
due: due
duration: duration
dynamic: dynamics
early: early
east: east
ecological: ecological
ecology: ecology
economic: economic
economy: economy
editorial: editorial
effect: effect effects
eldin: eldin
eleven: eleven
emission: emission
empirical: empirical
employment: employment
en: en
end: end
energy: energy
engineer: engineer
engineering: engineering
entire: entire
environment: environment
environmental: environmental
equal: equal
equation: equation
erosion: erosion
especially: especially
essential: essential
establish: establish
ethic: ethics
evaluate: evaluate
even: even
evident: evident
evolution: evolution
exact: exact
example: example
exceed: exceed exceeding
exception: exception
exploratory: exploratory
explore: exploring
extreme: extreme
fa: fa
face: face
fact: fact
factor: factor
far: far
fatigue: fatigue
favorable: favorable
feasible: feasible
fifth: fifth
figure: figure
file: file
final: final
first: first
fit: fit
follow: follow
food: food
forecast: forecast
forest: forest
former: former
fortuitous: fortuitous
found: found
foundation: foundation
four: four
free: free
frequency: frequency
frequent: frequent
frequently: frequently
fruit: fruit
fund: funded
future: future
general: general
geographical: geographical
give: given
global: global
