aa: aa
abb: abb
able: able
abstract: abstract
access: access
accident: accident
accord: according
accordingly: accordingly
accountability: accountability
act: act acting
action: action
acute: acute
ad: ad
add: add
addition: addition
address: address
adequate: adequate
adulthood: adulthood
ae: ae
aer: aer
affected: affected
age: age
agenda: agenda
aggravation: aggravation
aid: aid
aim: aim aiming
ait: ait
al: al
alert: alert
also: also
always: always
amenable: amenable
ami: ami
among: among
amount: amount
analysis: analysis
another: another
ape: ape
apparent: apparent
applicability: applicability
apprehend: apprehend
approach: approach
appropriate: appropriate
archive: archive
article: article
assess: assess assessed
assistance: assistance
associate: associated
association: association
attend: attend
attention: attention
attribute: attribute
attribution: attribution
audience: audience
autonomy: autonomy
average: average
avoid: avoid
back: back
base: base based
basic: basic
basis: basis
become: become
behavior: behavior
behold: behold
besides: besides
best: best
birth: birth
bivariate: bivariate
board: board
body: body
brazil: brazil
breastfeeding: breastfeeding
bring: bring
burden: burden
calculate: calculated
care: care
carry: carried carrying
case: case
cast: cast
cause: cause
ce: ce
center: center
central: central
child: child
childhood: childhood
chosen: chosen
cite: cite
city: city
classify: classified
clinic: clinic
clinical: clinical
close: close
closer: closer
collaboration: collaboration
collection: collection
combat: combat
come: come
commitment: commitment
committee: committee
common: common commons
communication: communication
community: community
competence: competence
complete: complete
completion: completion
complex: complex
compose: composed
comprehensive: comprehensive
comprise: comprised
concept: concept
concern: concern
conclusion: conclusion
condition: condition
conduit: conduit
confidence: confidence
confirm: confirmed
consequently: consequently
consider: consider considered considering
constitution: constitution
consult: consulting
consultation: consultation
contact: contact
context: context
contingent: contingent
continue: continue
continued: continued
continuity: continuity
control: control
copyright: copyright
core: core
correct: correct
correctly: correctly
correlation: correlation
corroborate: corroborate
costa: costa
cotta: cotta
could: could
council: council
country: country
countryside: countryside
county: county
create: create
creative: creative
criterion: criterion
curative: curative
customer: customer
cutaneous: cutaneous
cutis: cutis
da: da
data: data
day: days
de: de
death: death
declare: declare
degree: degree
dentist: dentist
department: department
dependent: dependent
deprivation: deprivation
descriptive: descriptive
deserve: deserving
detection: detection
determine: determined
develop: develop
development: development
deviation: deviation
diarrhea: diarrhea
different: different
dignify: dignified
dignity: dignity
direct: direct
discharge: discharge
disclaimer: disclaimer
disease: disease
disseminate: disseminate
distinctive: distinctive
distribution: distribution
district: district
divide: divided
do: dos
doctor: doctor
driven: driven
drug: drug
due: due
dutra: dutra
early: early
eat: eating
editorial: editorial
education: education
educational: educational
