aa: aa
abb: abb
abdomen: abdomen
abdominal: abdominal
abstract: abstract
access: access
accompany: accompany
accord: according
accordingly: accordingly
accumulation: accumulation
accuracy: accuracy
accurate: accurate
achieve: achieve
act: act
action: action
active: active
actual: actual
ad: ad
add: add
additional: additional
additionally: additionally
address: address
adenoma: adenoma
adipose: adipose
ae: ae
aer: aer
affect: affect
affinity: affinity
age: age
agreement: agreement
aid: aid
aim: aim
air: air
ait: ait
al: al
alert: alert
algorithm: algorithm
also: also
alternative: alternative
always: always
ami: ami
among: among
amount: amount
analysis: analysis
anatomically: anatomically
annual: annual
anonymous: anonymous
another: another
anthropometric: anthropometric
ape: ape
apply: applied
archive: archive
area: area
argument: argument
around: around
artery: artery
article: article
assessment: assessment
associate: associated
association: association
assumption: assumption
attenuation: attenuation
attribution: attribution
author: author
automatic: automatic
automatically: automatically
average: average
aware: aware
base: based
bean: bean
become: become
bed: bed
bland: bland
board: board
body: body
bone: bone
branch: branch
brilliance: brilliance
buildup: buildup
burden: burden
cad: cad
calculate: calculate
cancer: cancer
capable: capable
cardiology: cardiology
cardiovascular: cardiovascular
care: care
cavity: cavity
ce: ce
center: center
chang: chang
cheval: cheval
cholesterol: cholesterol
chosen: chosen
circumference: circumference
cite: cite
classification: classification
clearly: clearly
clinical: clinical
clinically: clinically
close: close closed
coefficient: coefficient
cole: cole
common: commons
comparative: comparative
comparatively: comparatively
compare: compare
comparison: comparison
compose: composed
composition: composition
comprehensively: comprehensively
computer: computer
concentration: concentration
conclusion: conclusion
condition: condition
conference: conference
confirm: confirmed
connect: connected
consider: considered considering
consistency: consistency
consume: consuming
contact: contact
contour: contour
contribution: contribution
convergence: convergence
convex: convex
convincing: convincing
copyright: copyright
coronary: coronary
correlate: correlated
correlation: correlation
correspond: correspond corresponding
cost: cost
costly: costly
could: could
create: create
creative: creative
crest: crest
cross: cross
current: current
customer: customer
dae: dae
danger: danger
data: data
de: de
deal: deal
declare: declare
decrease: decrease decreasing
define: defined
degree: degree
depend: depending
desire: desired
despite: despite
detect: detect
detection: detection
determination: determination
development: development
di: di
diagnosis: diagnosis
difference: difference
different: different
differentiate: differentiate
differentiation: differentiation
difficult: difficult
digital: digital
dimensional: dimensional
discern: discern
discharge: discharge
disclaimer: disclaimer
discussion: discussion
disease: disease
display: display
distribute: distributed
distribution: distribution
divide: divided
division: division
do: done
due: due
duration: duration
editorial: editorial
effective: effective
effectively: effectively
efficiency: efficiency
efficient: efficient
effort: effort
either: either
energy: energy
engineering: engineering
enhance: enhance
entire: entire
equally: equally
equation: equation
erosive: erosive
error: error
esophagitis: esophagitis
establish: establish established
estimate: estimate
estimation: estimation
ethic: ethics
evaluate: evaluate
evaluation: evaluation
examination: examination
example: example
excessive: excessive
exclude: excluding
expenditure: expenditure
expensive: expensive
experiment: experiment
experimental: experimental
exposure: exposure
extend: extended
extremely: extremely
faster: faster
fat: fat
female: female
figure: figure
file: file
find: finding
first: first
follow: follow following
ford: ford
found: found
free: free
frequency: frequency
frequently: frequently
fully: fully
furthermore: furthermore
future: future
fuzzy: fuzzy
gastroenterology: gastroenterology
glucose: glucose
gold: gold
graham: graham
grant: grant
great: great greater
greatly: greatly
guideline: guideline
han: han
hand: hand
health: health
help: help
hence: hence
high: high highest
highly: highly
history: history
home: home
hospital: hospital
however: however
hull: hull
human: human
hypertension: hypertension
identical: identical
identification: identification
identify: identify
iliac: iliac
image: image
impairment: impairment
impedance: impedance
important: important
increase: increase increasing
index: index indexing
indicate: indicate
indicator: indicator
information: information
insight: insight
instead: instead
institute: institute
insulin: insulin
intensive: intensive
interest: interest
interior: interior
internally: internally
international: international
introduction: introduction
issue: issue
jaw: jaw
journal: journal
kim: kim
know: known
lancet: lancet
laterally: laterally
lean: lean
lee: lee
leer: leer
lesion: lesion
less: less
level: level
li: li
library: library
license: license licensed
like: like
limit: limiting
