aa: aa
abb: abb
ability: ability
abrupt: abrupt
absorb: absorb
absorption: absorption
abstract: abstract
abundant: abundant
access: access
accident: accident
accord: according
accordance: accordance
account: account
accurately: accurately
act: act
actual: actual
ad: ad
add: add added
addition: addition
address: address
admixture: admixture
ae: ae
aer: aer
affect: affect
affected: affected
aggregate: aggregate
agree: agreed
agricultural: agricultural
aid: aid
aim: aim
air: air
ait: ait
al: al
alert: alert
allow: allow
along: along
also: also
alternative: alternative
although: although
amazingly: amazingly
ami: ami
amount: amount
analysis: analysis
analyze: analyze
angular: angular
anhydrous: anhydrous
annual: annual
another: another
ape: ape
apply: apply
archive: archive
article: article
ash: ash
assess: assess
association: association
assume: assumed
attribution: attribution
author: author
available: available
average: average
avoid: avoid
bagasse: bagasse
banana: banana
base: based
basic: basic
behaviour: behaviour
belite: belite
beyond: beyond
bin: bin
block: blocking
blockage: blockage
board: board
book: book
bottom: bottom
bought: bought
bound: bound
breakdown: breakdown
brief: brief
briefly: briefly
brown: brown
brucite: brucite
bucket: bucket
building: building
bulk: bulk
burn: burn
calcine: calcined
calcium: calcium
calculate: calculating
cane: cane
capillary: capillary
careful: careful
carry: carried
cast: cast casting
ce: ce
cement: cement
certain: certain
change: change
channelization: channelization
characterization: characterization
che: che
cheap: cheap
chemical: chemical
cite: cite
civil: civil
class: class
clean: clean
close: closed
coal: coal
coarse: coarse
coconut: coconut
coefficient: coefficient
coir: coir
collect: collect
colour: colour
come: came
commercially: commercially
committee: committee
common: commons
compaction: compaction
comparison: comparison
complete: complete
compose: composed
composite: composite
compressive: compressive
concern: concerning
concrete: concrete
conductivity: conductivity
cone: cone
conform: conform
congestion: congestion
consideration: consideration
consistency: consistency
consolidated: consolidated
constantly: constantly
constituent: constituent
construction: construction
consumption: consumption
contact: contact
content: content
continued: continued
control: control
copyright: copyright
correlation: correlation
correspond: corresponding
could: could
counterpart: counterpart
cover: covered
create: create
creative: creative
crush: crushed
crystal: crystal
cure: curing
current: current
customer: customer
cut: cut
cylinder: cylinder
cylindrical: cylindrical
daily: daily
dampen: dampen
day: day days
declare: declare
decomposition: decomposition
decrease: decrease
define: defined
deformability: deformability
degradation: degradation
density: density
department: department
departure: departure
description: description
design: design
detection: detection
determine: determine determined
develop: develop
development: development
device: device
diameter: diameter
dicalcium: dicalcium
difference: difference
different: different
disclaimer: disclaimer
discussion: discussion
dispose: dispose
distance: distance
do: done
drain: drain
drawn: drawn
dry: dry
due: due
durian: durian
earth: earth
ease: ease
economic: economic
editorial: editorial
effect: effect effects
effectiveness: effectiveness
effort: effort
elasticity: elasticity
electricity: electricity
elevate: elevated
empty: empty
encourage: encouraging
end: end
energy: energy
enforcement: enforcement
engineer: engineer
engineering: engineering
enhance: enhance
ensure: ensure
environment: environment
error: error
establish: establish
ethic: ethics
evaluation: evaluation
evaporation: evaporation
even: even
every: every
excellent: excellent
excess: excess
excessive: excessive
execute: executed
existence: existence
expansion: expansion
experimental: experimental
experimentally: experimentally
explosion: explosion
explosive: explosive
