aa: aa
abb: abb
absolute: absolute
abstract: abstract
acceptable: acceptable
access: access
accommodate: accommodate
accord: according
accuracy: accuracy
acknowledge: acknowledged
acquire: acquired
across: across
act: act
actual: actual
ad: ad
add: add
addition: addition
address: address
administration: administration
ae: ae
aer: aer
aerodynamics: aerodynamics
agency: agency
agriculture: agriculture
aid: aid
aim: aim
air: air
ait: ait
al: al
alert: alert
alkali: alkali
allow: allow
alongside: alongside
alternative: alternative
altitude: altitude
ami: ami
analysis: analysis
analytical: analytical
anemometer: anemometer
ann: ann
annual: annual
another: another
anticlockwise: anticlockwise
ape: ape
application: application
apply: applied
archive: archive
area: area
around: around
arrangement: arrangement
art: art
article: article
artificial: artificial
assessment: assessment
assimilation: assimilation
associate: associated
atlas: atlas
atmosphere: atmosphere
atmospheric: atmospheric
attempt: attempt
attribution: attribution
author: author
available: available
average: average
aviation: aviation
balance: balance
balsamo: balsamo
bank: bank
base: based
basic: basic
basin: basin
best: best
bias: bias
bight: bight
bilinear: bilinear
board: board
boom: boom
boundary: boundary
built: built
calibration: calibration
capable: capable
cape: cape
capture: capture
carry: carried carry
cause: cause causing
ce: ce
centripetal: centripetal
chad: chad
chart: chart
check: check
circulation: circulation
cite: cite
city: city
civil: civil
class: class
classification: classification
classify: classified
climate: climate
climatology: climatology
clipped: clipped
clockwise: clockwise
close: close
cloud: cloud
coarse: coarse
coherent: coherent
collection: collection
combination: combination
common: commons
comparative: comparative
comparison: comparison
complete: complete
completion: completion
complex: complex
complexity: complexity
concept: concept
conclusion: conclusion
condition: condition
configuration: configuration
congest: congested
consider: considered
consistent: consistent
contact: contact
convergence: convergence
conversion: conversion
convert: converted
copyright: copyright
correction: correction
correspond: corresponding
cost: cost
could: could
cover: covered covering
creative: creative
cup: cup
customer: customer
daily: daily
data: data
day: days
de: de
declare: declare
dee: dee
define: defined
deflect: deflected
deflection: deflection
degradation: degradation
delay: delay
density: density
depend: depending
deployment: deployment
derive: derived
description: description
design: design
desire: desire desired
detailed: detailed
detection: detection
deterioration: deterioration
determine: determine
development: development
differ: differ
difference: difference
different: different
difficult: difficult
dimension: dimension
direct: direct
direction: direction
disclaimer: disclaimer
discussion: discussion
display: display
distribution: distribution
diverge: diverge
divergence: divergence
do: done
driven: driven
due: due
early: early
earth: earth
economically: economically
editorial: editorial
effect: effect effects
either: either
electric: electric
electrification: electrification
elevation: elevation
energy: energy
engineering: engineering
entire: entire
environmental: environmental
era: era
error: error
especially: especially
essential: essential
ethic: ethics
evaluation: evaluation
example: example
except: except
exchange: exchange
experienced: experienced
experimental: experimental
explain: explain
expression: expression
extract: extracted
failure: failure
fair: fair
farm: farm
federal: federal
ferret: ferret
field: field
figure: figure
file: file
finally: finally
financial: financial
first: first
fit: fitted
flat: flat
flow: flow
fluctuation: fluctuation
follow: follow following
force: force
formation: formation
found: found
four: four
framework: framework
frank: frank
free: free
freely: freely
frequency: frequency
frequently: frequently
frictional: frictional
function: function
furthermore: furthermore
gain: gains
gamma: gamma
generate: generating
generation: generation
geographical: geographical
geostrophic: geostrophic
german: german
give: given
global: global
good: good
government: government
gradient: gradient
graphical: graphical
graphically: graphically
grid: grid
ground: ground
group: group
guide: guide
guideline: guideline
guinea: guinea
gulf: gulf
harsh: harsh
health: health
heating: heating
height: height
hemisphere: hemisphere
hence: hence
high: high higher highest
