aa: aa
abb: abb
ability: ability
absent: absent
abstract: abstract
academic: academic
access: access
accord: according
accordance: accordance
accumulation: accumulation
acetate: acetate
acid: acid
acknowledge: acknowledged
act: act
ad: ad
adaptable: adaptable
add: add added
address: address
ae: ae
aer: aer
aeration: aeration
affordable: affordable
afterwards: afterwards
aid: aid
aim: aim
air: air
ait: ait
alert: alert
alga: alga
algae: algae
algal: algal
alkyl: alkyl
along: along
already: already
also: also
always: always
ami: ami
ammonium: ammonium
among: among
amount: amount
anaerobic: anaerobic
analysis: analysis
analytical: analytical
anhydrous: anhydrous
animal: animal
another: another
ape: ape
apply: applied
approximately: approximately
aquatic: aquatic
aqueous: aqueous
archive: archive
around: around
article: article
assess: assessed
assessment: assessment
attribution: attribution
author: author
availability: availability
available: available
ba: ba
basal: basal
basic: basic
best: best
biochemical: biochemical
biology: biology
board: board
bold: bold
bond: bond
book: book
bottle: bottle
bottom: bottom
calculate: calculated
calculation: calculation
capable: capable
capillary: capillary
capped: capped
carbon: carbon
carrier: carrier
carry: carried
catalysis: catalysis
cattle: cattle
ce: ce
centrifugation: centrifugation
chang: chang
change: change
characteristic: characteristic
characterization: characterization
chemical: chemical
chemistry: chemistry
chloride: chloride
chloroform: chloroform
chlorophyll: chlorophyll
chromatographic: chromatographic
chromatography: chromatography
cite: cite
clear: clear
climate: climate
collect: collected
collection: collection
column: column
commercial: commercial
commercially: commercially
common: common commons
commonly: commonly
company: company
comparatively: comparatively
comparison: comparison
competent: competent
completion: completion
component: component
composition: composition
compound: compound
concentrate: concentrate concentrated
conclusion: conclusion
confirm: confirmed
confirmation: confirmation
connection: connection
consider: considered
constitute: constitute
contact: contact
content: content contents
continued: continued
continuous: continuous
conversion: conversion
convert: converted
cooking: cooking
copyright: copyright
correspond: corresponding
could: could
creative: creative
crisis: crisis
crop: crop
cultivation: cultivation
cultural: cultural
culture: culture cultured
current: current
customer: customer
data: data
day: day days
declare: declare
deficiency: deficiency
demand: demand
depend: depend
dependence: dependence
designer: designer
desirable: desirable
detection: detection
dev: dev
deviation: deviation
dharani: dharani
difference: difference
different: different
digest: digested
digital: digital
dilution: dilution
direct: direct
directly: directly
director: director
disclaimer: disclaimer
discussion: discussion
distil: distilled
district: district
diverse: diverse
diversity: diversity
double: double
dry: dried dry
due: due
duration: duration
dynamic: dynamics
easy: easier
ecologically: ecologically
ecology: ecology
economically: economically
editorial: editorial
effect: effects
effectively: effectively
efficiency: efficiency
effluent: effluent
eight: eight
either: either
electronic: electronic
en: en
energy: energy
engineering: engineering
enrichment: enrichment
ensure: ensure
environment: environment
environmental: environmental
especially: especially
essential: essential
ester: ester
esterification: esterification
ethic: ethics
ethyl: ethyl
evaluation: evaluation
evaporation: evaporation
evaporator: evaporator
examine: examine
experiment: experiment
experimental: experimental
experimentation: experimentation
exploration: exploration
extend: extended
extract: extract extracted
extraction: extraction
extractor: extractor
facility: facility
fatty: fatty
favorable: favorable
feasibility: feasibility
feed: feed
figure: figure
file: file
finally: finally
