aa: aa
abb: abb
ability: ability
abstract: abstract
acceptable: acceptable
access: access
acquire: acquired
acquisition: acquisition
act: act
actual: actual
ad: ad
adaptation: adaptation
add: add added
addition: addition
address: address
adduction: adduction
adopt: adopted
advantage: advantage
ae: ae
aer: aer
aid: aid
aim: aim aiming
ait: ait
al: al
alert: alert
alone: alone
along: along
already: already
also: also
alter: alter
alternative: alternative
always: always
ami: ami
among: among
amount: amount
ana: ana
analysis: analysis
annual: annual
ape: ape
aperture: aperture
apparent: apparent
appear: appear
applicability: applicability
apply: applied
approach: approach
appropriate: appropriate
approximately: approximately
archive: archive
area: area
arose: arose
array: array
article: article
assembly: assembly
assessment: assessment
attribution: attribution
author: author
availability: availability
available: available
average: average
awaken: awakening
base: base based
becomes: becomes
bed: bed
best: best
beta: beta
board: board
booster: booster
bottom: bottom
boundary: boundary
brazil: brazil
built: built
bump: bump
bureau: bureau
bus: bus
calculate: calculated
capacity: capacity
capital: capital
carrier: carrier
case: case
ce: ce
center: center
centrifugal: centrifugal
change: change
characteristic: characteristic
chart: chart
chosen: chosen
cite: cite
city: city
cleaner: cleaner
clear: clear
clearly: clearly
climate: climate
close: close
closer: closer
combination: combination
commitment: commitment
common: commons
compact: compacted
company: company
comparable: comparable
comparison: comparison
compose: compose composed
computer: computer
concept: concept
concrete: concrete
configuration: configuration
congress: congress
conjunction: conjunction
connect: connected
connection: connection
consequently: consequently
conservative: conservative
consider: consider considered considering
constant: constant
consumer: consumer
consumption: consumption
contact: contact
contribute: contribute
conventional: conventional
conversion: conversion
converter: converter
cool: cooling
copyright: copyright
correspond: correspond corresponding
cost: cost
costa: costa
cover: cover
coverage: coverage
create: create
creative: creative
crest: crest
cubic: cubic
cumulatively: cumulatively
current: current
currently: currently
customer: customer
da: da
daily: daily
dam: dam
data: data
day: day
de: de
decade: decade
decide: decided
decisive: decisive
declare: declare
deep: deep
define: defined
demand: demand
democratic: democratic
department: department
depend: depending
design: design designed
detail: detail
detailed: detailed
detection: detection
device: device
devise: devise
diameter: diameter
difference: difference
different: different
dimensionless: dimensionless
disclaimer: disclaimer
discussion: discussion
dispatch: dispatch
dissertation: dissertation
dissipation: dissipation
distribution: distribution
downward: downward
drainage: drainage
drinking: drinking
due: due
ease: ease
easy: easier
economic: economic
economy: economy
editorial: editorial
effect: effect effects
efficiency: efficiency
electric: electric
electrical: electrical
electricity: electricity
electrification: electrification
em: em
encyclopedia: encyclopedia
end: end
energetic: energetic
energy: energy
engine: engine
engineering: engineering
ensure: ensure
equal: equal
equipment: equipment
equivalent: equivalent
especially: especially
ethic: ethics
evaluate: evaluate
evaluation: evaluation
evaporation: evaporation
every: every
exceed: exceeding
excess: excess
excessively: excessively
expansion: expansion
experimental: experimental
exploitation: exploitation
explore: explore
face: faced
fact: fact
factor: factor
failure: failure
far: far
fast: fast
feasibility: feasibility
feasible: feasible
federal: federal
figure: figure
file: file
final: final
finally: finally
financial: financial
first: first
five: five
fix: fixed
flexibility: flexibility
float: floating
flood: flooded
