aa: aa
abb: abb
ability: ability
able: able
abscess: abscess
abstract: abstract
access: access
accord: according
acquire: acquire
act: act
ad: ad
add: add
addition: addition
address: address
adequate: adequate
adrenergic: adrenergic
adult: adult
advantageous: advantageous
adverse: adverse
ae: ae
aer: aer
ago: ago
agonist: agonist
aid: aid
aim: aim
air: air
airway: airway
ait: ait
al: al
alert: alert
algorithm: algorithm
also: also
alternative: alternative
ami: ami
amnestic: amnestic
among: among
amount: amount
anaesthesia: anaesthesia
analgesia: analgesia
analgesic: analgesic
analysis: analysis
anatomy: anatomy
anesthesia: anesthesia
anesthesiologist: anesthesiologist
anesthesiology: anesthesiology
anterolateral: anterolateral
anticipation: anticipation
ape: ape
approach: approach
arain: arain
archive: archive
arrangement: arrangement
arterial: arterial
article: article
assess: assessed
assessment: assessment
associate: associated
attempt: attempt
attribution: attribution
author: author
availability: availability
avoid: avoid
awake: awake
barney: barney
base: base
basic: basic
become: become
bilateral: bilateral
blind: blind
blood: blood
board: board
brain: brain
bronchoscope: bronchoscope
cancer: cancer
cannula: cannula
carcinoma: carcinoma
care: care
case: case
catheter: catheter
cause: cause causing
cavity: cavity
ce: ce
cell: cell
challenge: challenge
checked: checked
cheek: cheek
chemotherapy: chemotherapy
chronic: chronic
cite: cite
class: classes
clinical: clinical
close: closed
common: common commons
completion: completion
concentrate: concentrate
conclusion: conclusion
concomitant: concomitant
condition: condition
confirm: confirmed
connect: connected
conscious: conscious
consent: consent
consider: consider considered considering
contact: contact
copyright: copyright
cord: cord
corporation: corporation
correspond: corresponding
cough: cough
could: could
creative: creative
critical: critical
customer: customer
day: day
declare: declare
deep: deep
defect: defect
deficit: deficit
depression: depression
detail: detail
detection: detection
device: device
di: di
diameter: diameter
difficult: difficult
difficulty: difficulty
dilation: dilation
disappearance: disappearance
disclaimer: disclaimer
discussion: discussion
disfigurement: disfigurement
distance: distance
distort: distorted
do: done dos
dose: dose
due: due
edema: edema
editorial: editorial
effect: effects
effectiveness: effectiveness
egress: egress
electrocardiogram: electrocardiogram
emergency: emergency
entry: entry
epiglottis: epiglottis
epinephrine: epinephrine
equal: equal
ethic: ethics
evaluation: evaluation
every: every
examination: examination
excessive: excessive
experienced: experienced
extend: extended
extubation: extubation
eye: eye
eyelash: eyelash
face: face
facial: facial
failure: failure
family: family
figure: figure
file: file
finally: finally
finger: finger
first: first
fitting: fitting
fix: fixed
flap: flap
follow: follow
force: force
free: free
frequently: frequently
fuji: fuji
fundamental: fundamental
furthermore: furthermore
gas: gas
gauze: gauze
general: general
gently: gently
glottic: glottic
good: good
guideline: guideline
hall: hall
han: han
hand: hand
health: health
height: height
hemodynamic: hemodynamic
highly: highly
history: history
home: home
hospital: hospital
however: however
huge: huge
hypopharynx: hypopharynx
hypotension: hypotension
ide: ide
importance: importance
impossible: impossible
inability: inability
inadequate: inadequate
incidence: incidence
index: indexing
infect: infected
infection: infection
inform: informed
information: information
infusion: infusion
ingres: ingress
initial: initial
injection: injection
insert: insert inserted
insertion: insertion
