aa: aa
abb: abb
abstract: abstract
access: access
accord: according
achieve: achieve
act: act
acta: acta
ad: ad
add: add
address: address
adequately: adequately
adjuvant: adjuvant
adolescent: adolescent
advise: advise
ae: ae
aer: aer
aeration: aeration
aesthetic: aesthetic
affected: affected
age: age
aid: aid
aim: aim
ait: ait
al: al
alert: alert
allergic: allergic
allergy: allergy
alone: alone
also: also
ami: ami
among: among
anatomic: anatomic
angiofibroma: angiofibroma
angle: angled
anterior: anterior
ape: ape
approach: approach
appropriate: appropriate
archive: archive
area: area
around: around
arthritis: arthritis
article: article
aspirin: aspirin
assessment: assessment
association: association
asthma: asthma
asthmatic: asthmatic
attachment: attachment
attribution: attribution
audiogram: audiogram
audit: audit
available: available
awareness: awareness
babu: babu
base: base based
basic: basic
become: become
belong: belong
benefit: benefit
benign: benign
benzoin: benzoin
best: best
biology: biology
biopsy: biopsy
bipolar: bipolar
bleeding: bleeding
board: board
bone: bone
breathing: breathing
cancer: cancer
capillary: capillary
carcinoma: carcinoma
care: care
carry: carried
cartilage: cartilage
cartilaginous: cartilaginous
case: case
cauterization: cauterization
cavernous: cavernous
cavity: cavity
ce: ce
cell: cell
century: century
cerebrospinal: cerebrospinal
certain: certain
change: change
chart: chart
cheek: cheek
choice: choice
chow: chow
chronic: chronic
cilium: cilia
cite: cite
classification: classification
clinical: clinical
clinicopathological: clinicopathological
cold: cold
college: college
combine: combined
common: common commons
commonly: commonly
compact: compact
company: company
comparison: comparison
complete: complete
completely: completely
complex: complex
complication: complication
conclusion: conclusion
conductive: conductive
confirm: confirmed
consider: considered
contact: contact
contrast: contrast
contribute: contribute
control: control
copyright: copyright
correct: correct
create: create
creative: creative
cribriform: cribriform
culture: culture
customer: customer
cyst: cyst
deafness: deafness
decade: decade
declare: declare
define: defined
definite: definite
department: department
depend: depend depending
detection: detection
development: development
deviation: deviation
diagnosis: diagnosis
diagnostic: diagnostic
diathermy: diathermy
different: different
difficult: difficult
discharge: discharge
disclaimer: disclaimer
discussion: discussion
disease: disease
distribution: distribution
disturbance: disturbance
do: done
drain: drain
drainage: drainage
drip: drip
due: due
early: early
easily: easily
edition: edition
editorial: editorial
educate: educate
efficient: efficient
elderly: elderly
element: element
emphasize: emphasize
endoscope: endoscope
endoscopic: endoscopic
endoscopy: endoscopy
environment: environment
epidemiology: epidemiology
epiphora: epiphora
epistaxis: epistaxis
equally: equally
erode: erode
ether: ether
ethic: ethics
ethmoid: ethmoid
ethmoidal: ethmoidal
etiology: etiology
even: even
evolution: evolution
exacerbate: exacerbate
examination: examination
examine: examine
excision: excision
experience: experience
experimental: experimental
exposure: exposure
face: face faced
facial: facial
facilitate: facilitate
fascia: fascia
fat: fat
father: father
fes: fess
fibrous: fibrous
field: field
file: file
first: first
floor: floor
fluid: fluid
follow: follow
forceps: forceps
form: formed
fossa: fossa
fracture: fracture
free: free
frequently: frequently
frontal: frontal
function: function
functional: functional
fungal: fungal
give: given
good: good
gradually: gradually
great: greater
group: group
guideline: guideline
head: head
headache: headache
health: health
hearing: hearing
hence: hence
histological: histological
histopathological: histopathological
history: history
home: home
humoral: humoral
hunt: hunt
hypertrophy: hypertrophied
identify: identify
illness: illness
illumination: illumination
immunology: immunology
improve: improve
