aa: aa
abb: abb
absolute: absolute
absorption: absorption
abstract: abstract
access: access
accord: according
accumulation: accumulation
accuracy: accuracy
accurate: accurate
act: act
acta: acta
actual: actual
ad: ad
add: add
addition: addition
address: address
adopt: adopted
ae: ae
aer: aer
afterward: afterward
agricultural: agricultural
agriculture: agriculture
aid: aid
aim: aim
ait: ait
al: al
alcohol: alcohol
alert: alert
altitude: altitude
ami: ami
amount: amount
analysis: analyses analysis
analyzer: analyzer
annual: annual
ape: ape
apple: apple
application: application
archive: archive
area: area
arid: arid
article: article
attribution: attribution
author: author
autumn: autumn
average: average
back: back
background: background
bag: bag
barley: barley
base: based
bearing: bearing
become: become
best: best
big: big
biochemical: biochemical
blade: blade
board: board
box: box
brought: brought
building: building
built: built
bulletin: bulletin
ca: ca
calcium: calcium
calculate: calculated
canopy: canopy
capacity: capacity
carbonate: carbonate
carry: carried
ce: ce
center: center
certain: certain
chart: chart
chemical: chemical
cheng: cheng
cherry: cherry
china: china
chlorophyll: chlorophyll
chosen: chosen
cite: cite
clamp: clamp
clean: clean
climate: climate
clipped: clipped
closer: closer
coefficient: coefficient
collect: collected
collection: collection
common: common commons
comparison: comparison
component: component
concentration: concentration
consecutive: consecutive
consistent: consistent
contact: contact
content: content contents
continuous: continuous
conversion: conversion
copyright: copyright
corn: corn
correlation: correlation
correspond: corresponding
cost: cost
cotton: cotton
could: could
county: county
creative: creative
cultivation: cultivation
current: current
curve: curve
customer: customer
cut: cut
cuvette: cuvette
data: data
date: date
day: day
de: de
declare: declare
define: defined
degree: degree
demand: demand
density: density
dependent: dependent
derivative: derivative
description: description
detection: detection
determination: determination
determine: determined
development: development
diagnosis: diagnosis
diagram: diagram
difference: difference
different: different
differential: differential
diffuse: diffuse
disclaimer: disclaimer
discussion: discussion
divide: divide
do: done
domain: domain
dominate: dominated
dong: dong
drought: drought
ecology: ecology
edge: edge
editorial: editorial
effect: effect
effectively: effectively
efficient: efficient
eight: eight
eliminate: eliminate
environment: environment
environmental: environmental
equation: equation
error: error
establish: establish established
establishment: establishment
estimate: estimate
estimation: estimation
ethic: ethics
evaluation: evaluation
eventually: eventually
every: every
experiment: experiment
explore: explore
extract: extract extracted
extraction: extraction
fang: fang
fast: fast
feature: feature
field: field
figure: figure
file: file
find: find
first: first
firstly: firstly
fitting: fitting
five: five
fluorescence: fluorescence
foam: foam
foliar: foliar
follow: follow
forestry: forestry
form: form
formula: formula
found: found
foundation: foundation
four: four
free: free
frequently: frequently
fresh: fresh
fruit: fruit
fuji: fuji
full: full
fund: fund
good: good
gradually: gradually
great: greater
grind: grinding
group: group
grow: growing
growth: growth
guideline: guideline
han: han
health: health
healthy: healthy
high: high higher highest
history: history
home: home
increase: increase increasing
independent: independent
index: index indexing indices
indicator: indicator
information: information
initial: initial
innovation: innovation
interest: interest
international: international
interval: interval
introduction: introduction
inverse: inverse
issue: issue
iteration: iteration
journal: journal
kept: kept
kim: kim
laboratory: laboratory
large: large
last: last
lastly: lastly
later: later
latter: latter
leaf: leaf leaves
least: least
leave: leave
left: left
lei: lei
li: li
liang: liang
library: library
license: license licensed
linear: linear
ling: ling
liquid: liquid
login: login
low: lower
main: main
make: make
manuscript: manuscript
many: many
maximum: maximum
mean: mean
measure: measure measured measuring
measurement: measurement
meet: meet
menu: menu
method: method
mi: mi
middle: middle
model: model modeling
