aa: aa
abb: abb
ability: ability
absolute: absolute
abstract: abstract
access: access
accommodate: accommodate
accord: according
accordance: accordance
achieve: achieve
acquire: acquired
acquisition: acquisition
acrylic: acrylic
act: act
active: active
actuator: actuator
ad: ad
add: add
address: address
adequate: adequate
adequately: adequately
advanced: advanced
advantage: advantage
ae: ae
aer: aer
agglomeration: agglomeration
aid: aid
aim: aim
ait: ait
alert: alert
allow: allow
along: along
also: also
alternate: alternating
although: although
ami: ami
among: among
amplitude: amplitude
analysis: analysis
analyzer: analyzer
angular: angular
anisotropy: anisotropy
another: another
ape: ape
application: application
apply: applied apply
approach: approach
approximately: approximately
aqueous: aqueous
archive: archive
area: area
around: around
article: article
assembly: assembly
atmospheric: atmospheric
atomic: atomic
attribution: attribution
author: author
autonomous: autonomous
available: available
average: average
avoid: avoid
away: away
axis: axis
bacteria: bacteria
band: band
base: based
behavior: behavior
bell: bell
biological: biological
black: black
blue: blue
board: board
bottom: bottom
brazil: brazil
brown: brown
built: built
bulk: bulk
calculate: calculate calculated
calculation: calculation
calibration: calibration
camera: camera
case: case
cavity: cavity
ce: ce
center: center
channel: channel
characterization: characterization
chemical: chemical
cite: cite
coat: coated coating
cobalt: cobalt
coercivity: coercivity
coil: coil
colloid: colloid
combination: combination
commercial: commercial
common: commons
comparable: comparable
comparison: comparison
complete: complete
component: component
computer: computer
conclusion: conclusion
condensation: condensation
configuration: configuration
connection: connection
consecutive: consecutive
consider: consider considered considering
constant: constant
construction: construction
contact: contact
continuous: continuous
contrast: contrast
control: control
copyright: copyright
corner: corner
correspond: corresponding
cost: cost
costa: costa
creative: creative
curie: curie
current: current
curve: curve
customer: customer
cylinder: cylinder
cylindrical: cylindrical
data: data
date: date
de: de
decade: decade
declare: declare
degrade: degrade
delta: delta
demonstrate: demonstrate
depend: depending
dependence: dependence
dependency: dependency
dependent: dependent
design: design designed
desire: desired
detection: detection
determine: determine determined
deviation: deviation
device: device
diagnosis: diagnosis
diameter: diameter
difference: difference
different: different
dipole: dipole
direction: direction
disclaimer: disclaimer
displacement: displacement
display: display
displayed: displayed
distance: distance
distribution: distribution
diverse: diverse
dye: dye
earth: earth
easy: easy
edition: edition
editorial: editorial
educational: educational
effect: effect
effective: effective
electric: electric
electrodynamics: electrodynamics
electromagnet: electromagnet
electromagnetic: electromagnetic
elliptic: elliptic
employ: employed
end: end
engineering: engineering
ensure: ensure
environmental: environmental
equal: equal
equation: equation
equipment: equipment
error: error
ethic: ethics
even: even
exactly: exactly
example: example
excite: excited
experimental: experimental
express: express
fabrication: fabrication
fasten: fastening
feed: feeding
ferrite: ferrite
ferromagnetic: ferromagnetic
ferromagnetism: ferromagnetism
fictitious: fictitious
field: field
figure: figure
file: file
fill: filled
final: final
first: first
fix: fixed
flux: flux
follow: follow
force: force
forge: forge
form: form formed
found: found
four: four
fraction: fraction
free: free
frequency: frequency
frequently: frequently
front: front
full: full
function: function
gauss: gauss
geometric: geometric
geometry: geometry
give: given
goodman: goodman
great: great
green: green
