aa: aa
abb: abb
abstract: abstract
access: access
accessible: accessible
accord: according
accuracy: accuracy
accurate: accurate
act: act
actinomycete: actinomycete
ad: ad
add: add added
addition: addition
additional: additional
address: address
adsorption: adsorption
ae: ae
aer: aer
aerobic: aerobic
agar: agar
agent: agent
aid: aid
aim: aim
ait: ait
al: al
alert: alert
algorithm: algorithm
aliquot: aliquot
allow: allow
also: also
although: although
ami: ami
amin: amin
among: among
amplification: amplification
amplify: amplify
anaerobic: anaerobic
analysis: analysis
ani: anis
annual: annual
ape: ape
application: application
apply: applied apply
approximately: approximately
archive: archive
area: area
article: article
association: association
attractive: attractive
attribution: attribution
author: author
available: available
bacteria: bacteria
bacterial: bacterial
bally: bally
base: based
become: become
behavior: behavior
belonging: belonging
besides: besides
biochemical: biochemical
biology: biology
blast: blast
board: board
brain: brain
brazil: brazil
brief: brief
bromide: bromide
broomrape: broomrape
brown: brown
buffer: buffer
butler: butler
ca: ca
capacity: capacity
carry: carry
case: case
causal: causal
causative: causative
ce: ce
center: center
central: central
chain: chain
challenge: challenge
characteristic: characteristic
characterization: characterization
chemotherapy: chemotherapy
choice: choice
chosen: chosen
cite: cite
city: city
clearly: clearly
climate: climate
clinical: clinical
clinically: clinically
colonial: colonial
colony: colony
column: column
common: commons
comparative: comparative
completely: completely
complex: complex
conclusion: conclusion
confirm: confirmed
confuse: confused
confusion: confusion
consensus: consensus
contact: contact
contrast: contrast
copyright: copyright
correct: correct
correspond: corresponding
cost: cost
could: could
creative: creative
crucial: crucial
culture: culture
current: current
currently: currently
customer: customer
cycle: cycle
date: date
de: de
declare: declare
deformation: deformation
detection: detection
development: development
diagnosis: diagnosis
diagnostic: diagnostic
different: different
differentiation: differentiation
difficult: difficult
directly: directly
disclaimer: disclaimer
discriminate: discriminate
discussion: discussion
disease: disease
doctor: doctor
drain: drain
drug: drug
due: due
dye: dye
economic: economic
edition: edition
editorial: editorial
eight: eight
electrophoresis: electrophoresis
empyema: empyema
en: en
environmental: environmental
enzymatic: enzymatic
enzyme: enzyme
epidemiology: epidemiology
erroneous: erroneous
establish: established
ethanol: ethanol
ethic: ethics
ever: ever
evolutionary: evolutionary
excessive: excessive
experience: experience
extension: extension
extract: extracted
extraction: extraction
extraordinary: extraordinary
false: false
family: family
federal: federal
field: field
filamentous: filamentous
file: file
finally: finally
first: first
follow: follow following
form: forming
foster: foster
found: found
four: four
fragment: fragment
framework: framework
free: free
frequency: frequency
frequent: frequent
frequently: frequently
fund: fund
fungal: fungal
fungi: fungi
furthermore: furthermore
gel: gel
gene: gene
genus: genus
geographically: geographically
global: global
gold: gold
group: group
grow: growing
grown: grown
guideline: guideline
hand: hand
health: health
heat: heat
hi: hi
high: high
history: history
home: home
homology: homology
hospital: hospital
hour: hour
however: however
human: human
identical: identical
identification: identification
identify: identify
implement: implement
importance: importance
important: important
incidence: incidence
include: include included
inconsistent: inconsistent
incorrect: incorrect
increase: increase
index: indexing
infection: infection
infectious: infectious
information: information
initial: initial
interest: interest
internal: internal
international: international
introduction: introduction
invasive: invasive
involve: involve involved
involvement: involvement
isolated: isolated
isolation: isolation
issue: issue
japan: japan
journal: journal
keratitis: keratitis
khan: khan
kit: kit
laboratory: laboratory
large: large
