aa: aa
abb: abb
abstract: abstract
abundance: abundance
abundant: abundant
abundantly: abundantly
acceptance: acceptance
access: access
accessibility: accessibility
accord: according
achieve: achieve
acknowledge: acknowledged
across: across
act: act
acta: acta
activity: activity
ad: ad
adaptive: adaptive
add: add
addition: addition
address: address
adequate: adequate
adopt: adopted
ae: ae
aer: aer
affected: affected
agree: agreed
agriculture: agriculture
aid: aid
aim: aim
air: air
ait: ait
al: al
alert: alert
alleviation: alleviation
already: already
also: also
alternative: alternative
amenability: amenability
ami: ami
among: among
analysis: analysis
animal: animal
annual: annual
annually: annually
another: another
apart: apart
ape: ape
approach: approach
approximately: approximately
archive: archive
art: art
article: article
assess: assessed
assistance: assistance
associate: associated
assume: assumed
attention: attention
attribution: attribution
author: author
availability: availability
available: available
average: average
avoid: avoid
away: away
bank: bank
bark: bark
base: based
basic: basic
basis: basis
bear: bear
bearing: bearing
become: become
belt: belt
berg: berg
besides: besides
biology: biology
board: board
bole: bole
botany: botany
breadth: breadth
breast: breast
bring: bring
building: building
business: business
candidate: candidate
capacity: capacity
cape: cape
carry: carried
cash: cash
cause: causing
ce: ce
central: central
chain: chain
characterization: characterization
chemical: chemical
circular: circular
cite: cite
class: classes
clonal: clonal
coast: coast
coat: coat
cocoa: cocoa
collect: collect collected
collection: collection
commercial: commercial
common: commons
commonly: commonly
community: community
company: company
compensation: compensation
competition: competition
composition: composition
concept: concept
concern: concerning
conclusion: conclusion
conference: conference
conservation: conservation
conserve: conserve
consider: considered
consult: consulting
contact: contact
continuous: continuous
contribute: contribute
convince: convince
cooking: cooking
copyright: copyright
corporate: corporate
correspond: corresponding
cosmetic: cosmetic
could: could
country: country
creation: creation
creative: creative
criterion: criteria
critical: critical
crop: crop
crown: crown
crucial: crucial
crush: crushing
cultivate: cultivate
cultivation: cultivation
current: current
currently: currently
customer: customer
cut: cutting
cylindrical: cylindrical
data: data
deciduous: deciduous
declare: declare
decrease: decreasing
degrade: degraded
delta: delta
demand: demand
demonstration: demonstration
density: density
department: department
deployment: deployment
destruction: destruction
detailed: detailed
detection: detection
determine: determine
develop: develop
development: development
diameter: diameter
different: different
difficult: difficult
dioecious: dioecious
dioecy: dioecy
direct: direct
disclaimer: disclaimer
discussion: discussion
dissemination: dissemination
distribute: distributed
distribution: distribution
disturbed: disturbed
diversification: diversification
diversified: diversified
diversity: diversity
divide: divided
domesticate: domesticate
domestication: domestication
dream: dream
drive: drive
due: due
early: early
east: east
eastern: eastern
easy: easy
ecological: ecological
ecologically: ecologically
ecology: ecology
economic: economic
economically: economically
edible: edible
editorial: editorial
efficient: efficient
either: either
elite: elite
encourage: encourage encouraging
encouragement: encouragement
endemic: endemic
engage: engage
enhance: enhance enhanced
enormous: enormous
enough: enough
ensure: ensure
enter: entering
enterprise: enterprise
enthusiasm: enthusiasm
environment: environment
environmental: environmental
especially: especially
establish: established
establishment: establishment
estimation: estimation
ethic: ethics
evaluation: evaluation
evergreen: evergreen
evident: evident
evolution: evolution
ex: ex
exceed: exceed
extend: extending
extension: extension
extent: extent
extra: extra
extraction: extraction
face: faced
facilitate: facilitate
facility: facility
fact: fact
faculty: faculty
fair: fair
fall: fall
family: family
far: far
fat: fat
female: female
field: field
