aa: aa
abb: abb
able: able
abortion: abortion
absolutely: absolutely
abstract: abstract
accepted: accepted
access: access
accessible: accessible
act: act
activism: activism
actual: actual
ad: ad
add: add
address: address
adequate: adequate
administration: administration
ae: ae
aer: aer
afford: afford
affordable: affordable
age: age
agree: agree agreed
agreement: agreement
aid: aid
aim: aim
ait: ait
alert: alert
almost: almost
along: along
already: already
also: also
always: always
amendment: amendment
ami: ami
among: among
analysis: analysis
analyze: analyze
another: another
antipoverty: antipoverty
ape: ape
appear: appear
apply: applied
approach: approach
archive: archive
argue: argue
argument: argument
around: around
article: article
ask: ask
assert: assert
assist: assist
assistance: assistance
associate: associated
attention: attention
attribution: attribution
base: base based
basic: basic
basis: basis
behind: behind
believe: believe
benefit: benefit
best: best
bill: bill
billion: billion
bishop: bishop
board: board
boston: boston
bring: bring
broadly: broadly
broken: broken
budget: budget
calculate: calculated
calculation: calculation
care: care
carefully: carefully
case: case
cash: cash
caucus: caucus
ce: ce
center: center centered
certainly: certainly
change: change
charge: charge
choice: choice
choose: choose
cite: cite
citizen: citizen
claim: claim
clear: clear
close: closed
colleague: colleague
college: college
color: color
come: came come
commitment: commitment
common: common commons
commonly: commonly
competition: competition
component: component
concept: concept
conclude: conclude
concur: concur concurring
congress: congress
congressional: congressional
consciousness: consciousness
constrain: constrained
construct: construct
construction: construction
consumer: consumer
contact: contact
contemporary: contemporary
contribute: contribute
controversial: controversial
conviction: conviction
copyright: copyright
country: country
court: court
covenant: covenant
cover: cover covered
coverage: coverage
creative: creative
criterion: criteria
critical: critical
critically: critically
cultural: cultural
current: current
customer: customer
data: data
de: de
debate: debate
decide: decide
declare: declare declared
defense: defense
deficit: deficit
define: define
delegate: delegate
deliberation: deliberation
deliver: deliver
democracy: democracy
democrat: democrat
democratic: democratic
demonstrate: demonstrate
demonstration: demonstration
dependent: dependent
describe: describe
deserve: deserve deserved deserving
deservingness: deservingness
design: designed
desperate: desperate
despite: despite
detection: detection
devoid: devoid
die: die
different: different
differently: differently
directly: directly
disagreed: disagreed
disclaimer: disclaimer
discourse: discourse
discretionary: discretionary
distinct: distinct
distinguish: distinguish distinguished
district: district
doctor: doctor
dollar: dollar
drastically: drastically
economic: economic
editorial: editorial
either: either
elderly: elderly
eligibility: eligibility
else: else
emergency: emergency
end: end ending
enforce: enforce
enforcement: enforcement
ensure: ensure
entitlement: entitlement
especially: especially
ethic: ethics
even: even
every: every
everyone: everyone
example: example
