aa: aa
abb: abb
abscess: abscess
absence: absence
abstract: abstract
abundant: abundant
access: access
accord: according
accordance: accordance
accuracy: accuracy
accurate: accurate
act: act
ad: ad
add: add
address: address
adenoma: adenoma
adenomatous: adenomatous
adjunctive: adjunctive
admit: admitted
admittedly: admittedly
ae: ae
aer: aer
affect: affect affecting
affected: affected
afflict: afflict
age: age
aggressive: aggressive
aggressively: aggressively
aid: aid
aim: aim
airway: airway
ait: ait
al: al
alert: alert
alive: alive
almost: almost
alone: alone
also: also
alternatively: alternatively
always: always
ami: ami
amyloid: amyloid
analysis: analysis
anaplastic: anaplastic
annals: annals
ape: ape
apply: applied
appraisal: appraisal
approach: approach
appropriate: appropriate
archive: archive
artery: artery
article: article
aspiration: aspiration
assess: assess
associate: associated
association: association
attribution: attribution
atypical: atypical
average: average
axial: axial
barely: barely
base: base based
basis: basis
beam: beam
become: become
behavior: behavior
benign: benign
besides: besides
bilateral: bilateral
biochemical: biochemical
biologic: biologic
biopsy: biopsy
blood: blood
board: board
book: book
borderline: borderline
ca: ca
canada: canada
cancer: cancer
capsular: capsular
capsule: capsule
carcinoma: carcinoma
care: care
carry: carried carry
case: case
category: category
ce: ce
cell: cell
cellular: cellular
century: century
cervical: cervical
childhood: childhood
choice: choice
chose: chose
cite: cite
clark: clark
classification: classification
clear: clear
clearance: clearance
clinical: clinical
clinically: clinically
clinicopathological: clinicopathological
cold: cold
collect: collect
college: college
colloid: colloid
common: common commons
commonly: commonly
comparative: comparative
comparison: comparison
compelling: compelling
complementary: complementary
complete: complete
completion: completion
complicate: complicated
concern: concern concerning
confirm: confirm confirmed
consequence: consequence
conservative: conservative
consider: consider considered
consistency: consistency
contact: contact
continued: continued
contrary: contrary
contrast: contrast
cooper: cooper
copyright: copyright
correlate: correlated
correlation: correlation
could: could
counter: counter
course: course
creative: creative
current: current
customer: customer
cut: cut
cytological: cytological
cytology: cytology
cytopathology: cytopathology
data: data
de: de
deal: dealing
death: death
debatable: debatable
debate: debate
decade: decade
declare: declare
definition: definition
definitive: definitive
department: department
depend: depending
describe: describe
detail: detail
detection: detection
determine: determine determined
diagnosis: diagnosis
diagnostic: diagnostic
diameter: diameter
difference: difference
different: different
difficult: difficult
difficulty: difficulty
diffuse: diffuse
direct: direct
disclaimer: disclaimer
discussion: discussion
disease: disease
disruption: disruption
dissect: dissecting
dissection: dissection
disseminate: disseminate
dissemination: dissemination
distant: distant
distinguish: distinguish distinguishing
distribute: distributed
distribution: distribution
do: done
dominant: dominant
drawn: drawn
edition: edition
editorial: editorial
effective: effective
effectively: effectively
eight: eight
eighty: eighty
either: either
elderly: elderly
elevate: elevated
emphasis: emphasis
endocrinological: endocrinological
enlargement: enlargement
enucleation: enucleation
epidemiological: epidemiological
epidemiology: epidemiology
epithelium: epithelium
equal: equal
equivocal: equivocal
eradication: eradication
especially: especially
establish: establish established
ethic: ethics
evaluate: evaluate
even: even
every: every
