aa: aa
abb: abb
abstract: abstract
access: access
accord: according
act: act
active: active
activity: activity
acute: acute
ad: ad
add: add
address: address
admission: admission
admit: admitted
adult: adult
ae: ae
aer: aer
agarwal: agarwal
age: age aged
aid: aid
aim: aim
ait: ait
al: al
alert: alert
almost: almost
ami: ami
among: among
analysis: analysis
angiography: angiography
antithrombin: antithrombin
ape: ape
approximately: approximately
archive: archive
area: area
arm: arm
arterial: arterial
article: article
assessment: assessment
attack: attack
attribution: attribution
author: author
awareness: awareness
back: back
base: based
biochemical: biochemical
black: black
blood: blood
board: board
breakdown: breakdown
cardiology: cardiology
cardiovascular: cardiovascular
care: care
carry: carried carry
case: case
cause: cause causing
ce: ce
center: center
change: change
chose: chose
cite: cite
clearly: clearly
clinical: clinical
coagulation: coagulation
collection: collection
color: color
common: common commons
community: community
complicate: complicated
component: component
compromise: compromise
concentration: concentration
concern: concerning
conclusion: conclusion
consecutive: consecutive
consecutively: consecutively
consensus: consensus
consider: consider
considerably: considerably
constant: constant
contact: contact
copyright: copyright
correspond: corresponding
cotter: cotter
could: could
creative: creative
criterion: criteria
customer: customer
da: da
daily: daily
data: data
day: days
declare: declare
definition: definition
demographic: demographic
department: department
depend: depend depending
desirable: desirable
detection: detection
determine: determined
diabetes: diabetes
diagnosis: diagnosis
diagnostic: diagnostic
diastolic: diastolic
differ: differ
diffusion: diffusion
dimensional: dimensional
discharge: discharge
disclaimer: disclaimer
disease: disease
dissection: dissection
distribution: distribution
dramatic: dramatic
due: due
dysphasia: dysphasia
echo: echo
editorial: editorial
educational: educational
electrocardiography: electrocardiography
emergency: emergency
endocarditis: endocarditis
enrol: enrolled
environment: environment
epidemiology: epidemiology
especially: especially
ethic: ethics
etiology: etiology
evaluation: evaluation
event: event
evolution: evolution
exhaustive: exhaustive
expectancy: expectancy
expert: expert
facility: facility
family: family
favorable: favorable
figure: figure
file: file
florence: florence
follow: follow
foramen: foramen
form: form
found: found
free: free
frequently: frequently
geographical: geographical
group: group
guideline: guideline
headache: headache
health: health
hemorrhage: hemorrhage
hemorrhagic: hemorrhagic
high: higher
historical: historical
history: history
home: home
homozygosis: homozygosis
hospital: hospital
hub: hub
hypertension: hypertension
ictus: ictus
identify: identify
immigrant: immigrant
immunologic: immunologic
impact: impact
improve: improve
incidence: incidence
include: included
independence: independence
index: indexing
inhibitor: inhibitor
intensive: intensive
interest: interest
international: international
intracranial: intracranial
introduction: introduction
investigation: investigation
ischemic: ischemic
issue: issue
journal: journal
june: june
laboratory: laboratory
lacunar: lacunar
lancet: lancet
later: later
least: least
length: length
library: library
license: license licensed
life: life
limit: limit
literature: literature
living: living
local: local
login: login
long: long
lupus: lupus
main: main
majority: majority
malformation: malformation
man: man
management: management
manuscript: manuscript
markedly: markedly
martin: martin
may: may
medical: medical
medicine: medicine
men: men
menu: menu
mi: mi
million: million
month: month
mortality: mortality
national: national
natural: natural
neurology: neurology
neurosurgery: neurosurgery
new: new
news: news
occurrence: occurrence
old: old older
onset: onset
open: open
optimize: optimize
outcome: outcome
overall: overall
paper: paper
patent: patent
patient: patient
people: people
percent: percent
plasmatic: plasmatic
policy: policy
population: population
present: present
preservation: preservation
pressure: pressure
prevention: prevention
privacy: privacy
procedure: procedure
productive: productive
professional: professional
prognosis: prognosis
prominence: prominence
proofread: proofreading
pst: pst
psych: psych
publication: publication
rare: rare
receive: receive
recommend: recommend
regain: regain
registry: registry
regular: regular
rehabilitation: rehabilitation
related: related
research: research
reserve: reserved
residential: residential
retraction: retraction
retrospectively: retrospectively
return: returned
right: right
risk: risk
rural: rural
san: san
sar: sar
scan: scan
scientific: scientific
scope: scope
seem: seem
select: select
selective: selective
series: series
service: service
seventy: seventy
severity: severity
share: share
sinus: sinus
smoking: smoking
social: social
soft: soft
south: south
special: special
specificity: specificity
spread: spread
standard: standard
statement: statement
stay: stay
stroke: stroke
structure: structure
study: studied study
subarachnoid: subarachnoid
subject: subject
submit: submit
subscription: subscription
subtype: subtype
system: system
systolic: systolic
table: table
team: team
therapeutic: therapeutic
therapy: therapy
three: three
thrombosis: thrombosis
ti: ti
tomography: tomography
top: top
translation: translation
trauma: trauma
treatment: treatment
two: two
type: type
underwent: underwent
undetermined: undetermined
unit: unit
unknown: unknown
upper: upper
urban: urban
urine: urine
us: us
use: used
vary: vary
vasculitis: vasculitis
venous: venous
vessel: vessel
volume: volume
ward: ward
well: well
western: western
wet: wet
whereas: whereas
within: within
woman: woman
work: work
year: year
ym: ym
young: young younger
